,play_maker,player_team,Week,Zone,Yards,Long,rush_attempts,rush_touchdown,Rec_Yards,pass_touchdown,Rec,Tgt
0,A.Abdullah,MIN,1,Other,8,6,2,0.0,,,,
1,A.Abdullah,MIN,2,Other,2,2,1,0.0,,,,
2,A.Abdullah,MIN,5,Other,25,15,2,0.0,,,,
3,A.Abdullah,MIN,5,Red Zone,-1,-1,1,0.0,,,,
4,A.Abdullah,MIN,9,Other,2,2,1,0.0,,,,
5,A.Abdullah,MIN,11,Other,5,5,1,0.0,22.0,0.0,4.0,4.0
6,A.Abdullah,MIN,15,Other,25,11,5,0.0,0.0,0.0,0.0,4.0
7,A.Abdullah,MIN,16,Other,27,14,4,0.0,62.0,0.0,12.0,14.0
8,A.Abdullah,MIN,17,Other,8,3,4,0.0,28.0,0.0,6.0,6.0
9,A.Abdullah,MIN,17,Red Zone,14,11,2,0.0,0.0,0.0,0.0,2.0
10,A.Armah,CAR,1,Inside the 5,1,1,1,1.0,,,,
11,A.Armah,CAR,3,Other,4,4,1,0.0,4.0,0.0,2.0,2.0
12,A.Armah,CAR,6,Other,4,3,2,0.0,,,,
13,A.Armah,CAR,12,Inside the 5,0,0,1,0.0,,,,
14,A.Armah,CAR,13,Other,2,2,1,0.0,,,,
15,A.Beck,DEN,16,Other,3,3,1,0.0,,,,
16,A.Brown,NE,2,Other,5,5,1,0.0,56.0,0.0,4.0,6.0
17,A.Brown,TEN,7,Other,-2,-2,1,0.0,106.0,0.0,10.0,14.0
18,A.Brown,TEN,14,Other,13,13,1,0.0,274.0,2.0,8.0,12.0
19,A.Brown,TEN,16,Other,49,49,1,1.0,68.0,0.0,2.0,4.0
20,A.Cooper,DAL,17,Other,6,6,1,0.0,184.0,0.0,8.0,10.0
21,A.Dalton,CIN,2,Other,2,2,2,0.0,,,,
22,A.Dalton,CIN,3,Inside the 5,1,1,1,1.0,,,,
23,A.Dalton,CIN,4,Other,8,4,3,0.0,,,,
24,A.Dalton,CIN,5,Other,0,0,1,0.0,,,,
25,A.Dalton,CIN,5,Red Zone,5,5,1,0.0,,,,
26,A.Dalton,CIN,6,Inside the 5,2,2,1,1.0,,,,
27,A.Dalton,CIN,7,Inside the 5,1,1,1,1.0,,,,
28,A.Dalton,CIN,7,Other,32,17,3,0.0,,,,
29,A.Dalton,CIN,8,Other,4,4,1,0.0,-8.0,0.0,2.0,2.0
30,A.Dalton,CIN,13,Other,2,2,1,0.0,,,,
31,A.Dalton,CIN,14,Inside the 5,2,2,1,0.0,,,,
32,A.Dalton,CIN,14,Other,6,6,1,0.0,,,,
33,A.Dalton,CIN,14,Red Zone,3,3,1,0.0,,,,
34,A.Dalton,CIN,15,Other,2,2,1,0.0,,,,
35,A.Dalton,CIN,16,Inside the 5,2,2,1,0.0,,,,
36,A.Dalton,CIN,17,Inside the 5,5,5,1,1.0,,,,
37,A.Dalton,CIN,17,Other,10,7,4,0.0,,,,
38,A.Ekeler,LAC,1,Other,52,19,10,0.0,190.0,2.0,10.0,12.0
39,A.Ekeler,LAC,1,Red Zone,6,7,2,1.0,,,,
40,A.Ekeler,LAC,2,Inside the 5,1,2,3,1.0,,,,
41,A.Ekeler,LAC,2,Other,65,12,14,0.0,134.0,0.0,12.0,12.0
42,A.Ekeler,LAC,3,Other,32,11,8,0.0,82.0,0.0,12.0,12.0
43,A.Ekeler,LAC,3,Red Zone,4,4,1,0.0,8.0,0.0,2.0,2.0
44,A.Ekeler,LAC,4,Inside the 5,2,1,2,1.0,,,,
45,A.Ekeler,LAC,4,Other,58,9,16,0.0,88.0,0.0,8.0,8.0
46,A.Ekeler,LAC,5,Other,7,4,3,0.0,162.0,0.0,24.0,26.0
47,A.Ekeler,LAC,6,Other,14,11,5,0.0,28.0,0.0,6.0,8.0
48,A.Ekeler,LAC,7,Other,7,3,4,0.0,206.0,2.0,12.0,14.0
49,A.Ekeler,LAC,7,Red Zone,0,0,1,0.0,30.0,0.0,2.0,2.0
50,A.Ekeler,LAC,8,Inside the 5,0,0,1,0.0,0.0,0.0,0.0,2.0
51,A.Ekeler,LAC,8,Other,0,0,1,0.0,16.0,0.0,2.0,2.0
52,A.Ekeler,LAC,8,Red Zone,3,3,1,0.0,22.0,2.0,2.0,2.0
53,A.Ekeler,LAC,9,Inside the 5,4,3,2,0.0,,,,
54,A.Ekeler,LAC,9,Other,66,16,9,0.0,46.0,0.0,8.0,8.0
55,A.Ekeler,LAC,9,Red Zone,0,0,1,0.0,,,,
56,A.Ekeler,LAC,10,Inside the 5,-1,-1,1,0.0,,,,
57,A.Ekeler,LAC,10,Other,20,10,5,0.0,46.0,0.0,2.0,2.0
58,A.Ekeler,LAC,11,Other,23,18,4,0.0,216.0,0.0,16.0,20.0
59,A.Ekeler,LAC,11,Red Zone,1,1,1,0.0,0.0,0.0,0.0,4.0
60,A.Ekeler,LAC,13,Other,16,8,9,0.0,102.0,2.0,8.0,10.0
61,A.Ekeler,LAC,14,Other,101,35,8,0.0,224.0,2.0,8.0,10.0
62,A.Ekeler,LAC,15,Other,19,11,7,0.0,124.0,0.0,10.0,14.0
63,A.Ekeler,LAC,16,Other,11,5,4,0.0,116.0,0.0,10.0,12.0
64,A.Ekeler,LAC,17,Other,44,22,8,0.0,68.0,0.0,16.0,20.0
65,A.Ekeler,LAC,17,Red Zone,2,2,1,0.0,18.0,0.0,2.0,2.0
66,A.Erickson,CIN,6,Other,17,17,1,0.0,94.0,0.0,8.0,10.0
67,A.Erickson,CIN,7,Other,-2,9,2,0.0,274.0,0.0,16.0,24.0
68,A.Erickson,CIN,10,Other,13,13,1,0.0,0.0,0.0,0.0,2.0
69,A.Erickson,CIN,17,Other,5,5,1,0.0,32.0,0.0,2.0,6.0
70,A.Humphries,TEN,2,Other,1,1,1,0.0,-2.0,0.0,4.0,4.0
71,A.Ingold,OAK,4,Other,1,1,1,0.0,,,,
72,A.Ingold,OAK,5,Other,3,3,1,0.0,,,,
73,A.Ingold,OAK,8,Other,2,2,1,0.0,,,,
74,A.Ingold,OAK,9,Other,2,2,1,0.0,,,,
75,A.Ingold,OAK,10,Other,3,3,1,0.0,,,,
76,A.Ingold,OAK,11,Inside the 5,3,3,1,0.0,,,,
77,A.Ingold,OAK,12,Other,0,0,1,0.0,,,,
78,A.Ingold,OAK,13,Other,4,4,1,0.0,28.0,0.0,2.0,2.0
79,A.Ingold,OAK,14,Inside the 5,-1,-1,1,0.0,,,,
80,A.Ingold,OAK,17,Inside the 5,0,0,1,0.0,,,,
81,A.Isabella,ARI,4,Other,5,5,1,0.0,,,,
82,A.Isabella,ARI,5,Other,5,5,1,0.0,,,,
83,A.Isabella,ARI,5,Red Zone,6,6,1,0.0,,,,
84,A.Isabella,ARI,15,Other,-1,-1,1,0.0,8.0,0.0,2.0,2.0
85,A.Janovich,DEN,11,Inside the 5,1,1,1,1.0,,,,
86,A.Jeffery,PHI,1,Inside the 5,2,2,1,1.0,10.0,2.0,2.0,2.0
87,A.Jones,GB,1,Other,39,9,13,0.0,0.0,0.0,2.0,2.0
88,A.Jones,GB,2,Inside the 5,2,2,1,1.0,,,,
89,A.Jones,GB,2,Other,105,15,20,0.0,42.0,0.0,4.0,8.0
90,A.Jones,GB,2,Red Zone,9,9,2,0.0,26.0,0.0,4.0,4.0
91,A.Jones,GB,3,Inside the 5,-1,1,2,1.0,,,,
92,A.Jones,GB,3,Other,13,4,7,0.0,8.0,0.0,2.0,2.0
93,A.Jones,GB,3,Red Zone,7,7,1,1.0,,,,
94,A.Jones,GB,4,Inside the 5,3,3,1,1.0,,,,
95,A.Jones,GB,4,Other,10,7,10,0.0,74.0,0.0,12.0,14.0
96,A.Jones,GB,4,Red Zone,8,4,2,0.0,,,,
97,A.Jones,GB,5,Inside the 5,12,5,5,3.0,,,,
98,A.Jones,GB,5,Other,70,16,12,0.0,150.0,0.0,14.0,14.0
99,A.Jones,GB,5,Red Zone,25,18,2,1.0,0.0,0.0,0.0,2.0
100,A.Jones,GB,6,Other,44,9,10,0.0,30.0,0.0,6.0,12.0
101,A.Jones,GB,6,Red Zone,3,3,1,0.0,-4.0,0.0,0.0,2.0
102,A.Jones,GB,7,Other,50,15,12,0.0,56.0,2.0,4.0,4.0
103,A.Jones,GB,8,Other,63,9,12,0.0,288.0,2.0,10.0,12.0
104,A.Jones,GB,8,Red Zone,4,4,1,0.0,22.0,0.0,2.0,2.0
105,A.Jones,GB,9,Other,30,7,8,0.0,-2.0,0.0,2.0,6.0
106,A.Jones,GB,10,Inside the 5,6,5,3,2.0,,,,
107,A.Jones,GB,10,Other,74,28,9,0.0,,,,
108,A.Jones,GB,10,Red Zone,13,13,1,1.0,,,,
109,A.Jones,GB,12,Inside the 5,0,0,1,0.0,,,,
110,A.Jones,GB,12,Other,36,11,11,0.0,0.0,0.0,0.0,2.0
111,A.Jones,GB,12,Red Zone,2,2,1,0.0,,,,
112,A.Jones,GB,13,Inside the 5,-2,1,2,0.0,,,,
113,A.Jones,GB,13,Other,16,9,7,0.0,22.0,0.0,4.0,8.0
114,A.Jones,GB,13,Red Zone,4,3,2,0.0,4.0,0.0,4.0,4.0
115,A.Jones,GB,14,Inside the 5,4,4,1,1.0,,,,
116,A.Jones,GB,14,Other,130,42,14,0.0,98.0,0.0,10.0,12.0
117,A.Jones,GB,14,Red Zone,0,0,1,0.0,18.0,0.0,2.0,2.0
118,A.Jones,GB,15,Inside the 5,2,2,1,1.0,,,,
119,A.Jones,GB,15,Other,49,21,12,1.0,,,,
120,A.Jones,GB,16,Other,142,56,22,1.0,12.0,0.0,4.0,6.0
121,A.Jones,GB,16,Red Zone,12,12,1,1.0,,,,
122,A.Jones,GB,17,Other,94,14,23,0.0,86.0,0.0,4.0,10.0
123,A.Jones,GB,17,Red Zone,6,3,2,0.0,0.0,0.0,0.0,2.0
124,A.Kamara,NO,1,Other,96,28,12,0.0,134.0,0.0,12.0,12.0
125,A.Kamara,NO,1,Red Zone,1,1,1,0.0,10.0,0.0,2.0,4.0
126,A.Kamara,NO,2,Other,41,12,12,0.0,30.0,0.0,2.0,4.0
127,A.Kamara,NO,2,Red Zone,4,4,1,0.0,0.0,0.0,0.0,2.0
128,A.Kamara,NO,3,Inside the 5,1,1,3,1.0,,,,
129,A.Kamara,NO,3,Other,55,16,11,0.0,168.0,2.0,16.0,18.0
130,A.Kamara,NO,3,Red Zone,13,7,2,0.0,16.0,0.0,2.0,2.0
131,A.Kamara,NO,4,Other,67,13,16,0.0,24.0,0.0,4.0,4.0
132,A.Kamara,NO,4,Red Zone,2,2,1,0.0,16.0,0.0,2.0,2.0
133,A.Kamara,NO,5,Other,57,16,13,0.0,84.0,0.0,12.0,14.0
134,A.Kamara,NO,5,Red Zone,5,2,3,0.0,,,,
135,A.Kamara,NO,6,Other,31,7,11,0.0,70.0,0.0,14.0,16.0
136,A.Kamara,NO,10,Other,24,8,4,0.0,100.0,0.0,16.0,16.0
137,A.Kamara,NO,11,Other,52,14,9,0.0,82.0,0.0,16.0,16.0
138,A.Kamara,NO,11,Red Zone,23,12,4,0.0,12.0,0.0,4.0,4.0
139,A.Kamara,NO,12,Other,53,30,10,0.0,96.0,0.0,18.0,18.0
140,A.Kamara,NO,12,Red Zone,1,1,1,0.0,,,,
141,A.Kamara,NO,13,Other,42,24,9,0.0,46.0,0.0,8.0,16.0
142,A.Kamara,NO,13,Red Zone,19,13,2,0.0,,,,
143,A.Kamara,NO,14,Inside the 5,2,1,2,0.0,,,,
144,A.Kamara,NO,14,Other,23,17,11,0.0,34.0,0.0,4.0,8.0
145,A.Kamara,NO,15,Other,65,15,13,0.0,32.0,0.0,8.0,8.0
146,A.Kamara,NO,15,Red Zone,1,1,1,0.0,14.0,0.0,2.0,2.0
147,A.Kamara,NO,16,Inside the 5,4,3,2,1.0,,,,
148,A.Kamara,NO,16,Other,70,40,7,1.0,50.0,0.0,10.0,12.0
149,A.Kamara,NO,16,Red Zone,6,5,2,0.0,10.0,0.0,2.0,2.0
150,A.Kamara,NO,17,Inside the 5,1,1,1,1.0,,,,
151,A.Kamara,NO,17,Other,23,9,6,0.0,36.0,0.0,4.0,6.0
152,A.Kamara,NO,17,Red Zone,15,15,1,1.0,,,,
153,A.Lazard,GB,12,Other,21,21,1,0.0,14.0,0.0,2.0,4.0
154,A.Levine,BAL,1,Other,60,60,1,0.0,,,,
155,A.Levine Sr.,BAL,17,Other,2,2,1,0.0,,,,
156,A.Mattison,MIN,1,Other,32,23,8,0.0,,,,
157,A.Mattison,MIN,1,Red Zone,17,17,1,0.0,,,,
158,A.Mattison,MIN,2,Other,25,14,4,0.0,,,,
159,A.Mattison,MIN,3,Other,38,21,8,0.0,,,,
160,A.Mattison,MIN,3,Red Zone,20,10,4,1.0,,,,
161,A.Mattison,MIN,4,Other,5,3,2,0.0,16.0,0.0,2.0,2.0
162,A.Mattison,MIN,5,Other,53,19,6,0.0,,,,
163,A.Mattison,MIN,5,Red Zone,-1,-1,1,0.0,,,,
164,A.Mattison,MIN,6,Inside the 5,2,2,1,0.0,,,,
165,A.Mattison,MIN,6,Other,58,35,10,0.0,,,,
166,A.Mattison,MIN,6,Red Zone,3,5,3,0.0,,,,
167,A.Mattison,MIN,7,Other,7,4,5,0.0,,,,
168,A.Mattison,MIN,7,Red Zone,11,9,2,0.0,,,,
169,A.Mattison,MIN,8,Other,48,28,7,0.0,6.0,0.0,4.0,4.0
170,A.Mattison,MIN,8,Red Zone,13,3,6,0.0,,,,
171,A.Mattison,MIN,9,Other,3,3,2,0.0,0.0,0.0,0.0,2.0
172,A.Mattison,MIN,9,Red Zone,3,3,1,0.0,,,,
173,A.Mattison,MIN,10,Other,22,12,4,0.0,4.0,0.0,2.0,2.0
174,A.Mattison,MIN,10,Red Zone,30,16,4,0.0,,,,
175,A.Mattison,MIN,11,Other,5,6,3,0.0,,,,
176,A.Mattison,MIN,13,Inside the 5,-1,-1,1,0.0,,,,
177,A.Mattison,MIN,13,Other,15,15,2,0.0,102.0,0.0,8.0,10.0
178,A.Mattison,MIN,13,Red Zone,8,8,1,0.0,,,,
179,A.Mattison,MIN,14,Inside the 5,1,1,1,0.0,,,,
180,A.Mattison,MIN,14,Other,37,9,12,0.0,36.0,0.0,4.0,4.0
181,A.Mattison,MIN,14,Red Zone,8,8,1,0.0,,,,
182,A.McCarron,HOU,17,Inside the 5,1,1,1,1.0,,,,
183,A.McCarron,HOU,17,Other,38,18,4,0.0,,,,
184,A.Miller,CHI,7,Other,-1,-1,1,0.0,128.0,0.0,10.0,16.0
185,A.Morris,ARI,9,Other,4,4,1,0.0,,,,
186,A.Peterson,WAS,2,Inside the 5,1,1,2,1.0,,,,
187,A.Peterson,WAS,2,Other,20,10,7,0.0,0.0,0.0,2.0,2.0
188,A.Peterson,WAS,2,Red Zone,4,4,1,0.0,14.0,0.0,2.0,2.0
189,A.Peterson,WAS,3,Other,33,7,10,0.0,-6.0,0.0,2.0,6.0
190,A.Peterson,WAS,3,Red Zone,4,4,2,0.0,,,,
191,A.Peterson,WAS,4,Inside the 5,-2,-2,1,0.0,,,,
192,A.Peterson,WAS,4,Other,29,9,9,0.0,,,,
193,A.Peterson,WAS,4,Red Zone,1,1,1,0.0,,,,
194,A.Peterson,WAS,5,Other,18,7,7,0.0,,,,
195,A.Peterson,WAS,6,Inside the 5,2,2,1,0.0,,,,
196,A.Peterson,WAS,6,Other,112,25,21,0.0,10.0,0.0,2.0,2.0
197,A.Peterson,WAS,6,Red Zone,4,4,1,0.0,26.0,0.0,2.0,2.0
198,A.Peterson,WAS,7,Other,81,15,20,0.0,,,,
199,A.Peterson,WAS,8,Inside the 5,-1,-1,1,0.0,,,,
200,A.Peterson,WAS,8,Other,77,29,13,0.0,54.0,0.0,4.0,4.0
201,A.Peterson,WAS,9,Other,106,28,16,0.0,44.0,0.0,2.0,2.0
202,A.Peterson,WAS,9,Red Zone,2,2,2,0.0,,,,
203,A.Peterson,WAS,11,Other,20,8,8,0.0,10.0,0.0,4.0,4.0
204,A.Peterson,WAS,11,Red Zone,5,5,1,0.0,,,,
205,A.Peterson,WAS,12,Other,27,7,10,0.0,44.0,0.0,2.0,2.0
206,A.Peterson,WAS,13,Other,83,22,11,0.0,0.0,0.0,0.0,2.0
207,A.Peterson,WAS,13,Red Zone,16,12,2,1.0,,,,
208,A.Peterson,WAS,14,Inside the 5,2,2,1,1.0,,,,
209,A.Peterson,WAS,14,Other,74,13,19,0.0,,,,
210,A.Peterson,WAS,15,Other,49,14,13,0.0,50.0,0.0,6.0,6.0
211,A.Peterson,WAS,15,Red Zone,17,10,3,1.0,,,,
212,A.Peterson,WAS,16,Inside the 5,1,1,1,1.0,,,,
213,A.Peterson,WAS,16,Other,27,17,11,0.0,38.0,0.0,4.0,4.0
214,A.Peterson,WAS,16,Red Zone,8,5,3,0.0,,,,
215,A.Peterson,WAS,17,Other,75,32,12,0.0,0.0,0.0,2.0,8.0
216,A.Peterson,WAS,17,Red Zone,3,3,1,0.0,,,,
217,A.Roberts,BUF,5,Red Zone,7,7,1,0.0,,,,
218,A.Robinson,CHI,17,Other,2,2,1,0.0,120.0,0.0,12.0,18.0
219,A.Rodgers,GB,1,Other,10,10,1,0.0,,,,
220,A.Rodgers,GB,2,Other,0,0,1,0.0,,,,
221,A.Rodgers,GB,4,Other,46,14,5,0.0,,,,
222,A.Rodgers,GB,5,Other,3,3,1,0.0,,,,
223,A.Rodgers,GB,6,Other,12,12,1,0.0,,,,
224,A.Rodgers,GB,7,Inside the 5,3,3,1,1.0,,,,
225,A.Rodgers,GB,7,Other,3,3,1,0.0,,,,
226,A.Rodgers,GB,8,Other,23,15,2,0.0,,,,
227,A.Rodgers,GB,8,Red Zone,9,9,1,0.0,,,,
228,A.Rodgers,GB,9,Inside the 5,2,2,1,0.0,,,,
229,A.Rodgers,GB,9,Other,5,5,1,0.0,,,,
230,A.Rodgers,GB,10,Red Zone,7,7,1,0.0,,,,
231,A.Rodgers,GB,12,Other,8,4,2,0.0,,,,
232,A.Rodgers,GB,12,Red Zone,5,5,1,0.0,,,,
233,A.Rodgers,GB,13,Other,19,15,2,0.0,,,,
234,A.Rodgers,GB,13,Red Zone,5,5,1,0.0,,,,
235,A.Rodgers,GB,14,Other,19,13,2,0.0,,,,
236,A.Rodgers,GB,15,Other,23,17,3,0.0,,,,
237,A.Rodgers,GB,17,Other,2,2,1,0.0,,,,
238,A.Sherman,KC,5,Other,2,2,1,0.0,,,,
239,A.Sherman,KC,7,Other,2,2,1,0.0,,,,
240,A.Sherman,KC,7,Red Zone,5,5,1,0.0,,,,
241,A.Sherman,KC,13,Other,0,0,1,0.0,14.0,0.0,2.0,2.0
242,A.Thielen,MIN,3,Inside the 5,1,1,1,1.0,,,,
243,A.Thielen,MIN,6,Other,0,0,1,0.0,76.0,0.0,6.0,10.0
244,A.Thielen,MIN,15,Other,3,3,1,0.0,54.0,0.0,6.0,6.0
245,A.Thielen,MIN,16,Other,2,2,1,0.0,0.0,0.0,0.0,8.0
246,A.Wilson,MIA,1,Other,1,1,1,0.0,26.0,0.0,4.0,8.0
247,A.Wilson,MIA,12,Other,4,4,1,0.0,66.0,0.0,10.0,14.0
248,A.Wilson,MIA,13,Other,28,28,1,0.0,58.0,0.0,6.0,6.0
249,A.Wilson,MIA,13,Red Zone,3,3,1,0.0,18.0,0.0,2.0,2.0
250,A.Wilson,MIA,16,Red Zone,9,9,1,0.0,14.0,0.0,2.0,2.0
251,B.Allen,DEN,9,Other,16,11,2,0.0,,,,
252,B.Allen,DEN,11,Other,7,5,2,0.0,,,,
253,B.Allen,DEN,11,Red Zone,11,11,1,0.0,,,,
254,B.Allen,DEN,12,Other,8,7,2,0.0,,,,
255,B.Anger,HOU,7,Other,-5,-5,1,0.0,,,,
256,B.Bolden,NE,1,Other,7,7,1,0.0,,,,
257,B.Bolden,NE,3,Other,-2,3,2,0.0,42.0,0.0,4.0,6.0
258,B.Bolden,NE,4,Inside the 5,4,4,1,1.0,,,,
259,B.Bolden,NE,5,Other,13,5,5,0.0,58.0,2.0,2.0,2.0
260,B.Bolden,NE,6,Inside the 5,2,1,2,1.0,,,,
261,B.Bolden,NE,6,Other,21,21,1,0.0,44.0,0.0,4.0,4.0
262,B.Bolden,NE,7,Inside the 5,2,2,1,0.0,,,,
263,B.Bolden,NE,12,Other,11,11,1,0.0,,,,
264,B.Bolden,NE,14,Red Zone,10,10,1,1.0,,,,
265,B.Bortles,LA,10,Other,1,1,1,0.0,,,,
266,B.Bortles,LA,13,Other,-10,-10,1,0.0,,,,
267,B.Cooks,LA,2,Other,2,2,1,0.0,144.0,0.0,4.0,6.0
268,B.Cooks,LA,3,Other,8,8,1,0.0,224.0,0.0,16.0,24.0
269,B.Cooks,LA,5,Other,27,27,1,0.0,58.0,0.0,2.0,6.0
270,B.Cooks,LA,6,Other,14,9,2,0.0,36.0,0.0,6.0,6.0
271,B.Cooks,LA,12,Other,1,1,1,0.0,64.0,0.0,4.0,8.0
272,B.Fowler,NYG,2,Other,20,20,1,0.0,102.0,0.0,10.0,20.0
273,B.Hill,ATL,7,Other,11,5,5,0.0,28.0,0.0,4.0,4.0
274,B.Hill,ATL,8,Other,29,23,3,1.0,,,,
275,B.Hill,ATL,10,Other,54,15,16,0.0,,,,
276,B.Hill,ATL,10,Red Zone,7,3,4,0.0,20.0,2.0,2.0,4.0
277,B.Hill,ATL,11,Inside the 5,4,4,1,0.0,,,,
278,B.Hill,ATL,11,Other,9,4,11,0.0,16.0,0.0,2.0,4.0
279,B.Hill,ATL,11,Red Zone,17,11,3,0.0,0.0,0.0,0.0,2.0
280,B.Hill,ATL,12,Other,14,5,9,0.0,26.0,0.0,6.0,8.0
281,B.Hill,ATL,13,Other,13,8,4,0.0,48.0,0.0,6.0,6.0
282,B.Hill,ATL,14,Inside the 5,3,3,1,1.0,,,,
283,B.Hill,ATL,14,Other,59,27,8,0.0,,,,
284,B.Hill,ATL,15,Other,16,16,1,0.0,,,,
285,B.Hill,ATL,16,Other,60,18,6,0.0,,,,
286,B.Hill,ATL,16,Red Zone,6,6,1,0.0,,,,
287,B.Hill,ATL,17,Other,21,9,5,0.0,,,,
288,B.Hoyer,IND,9,Red Zone,6,6,1,0.0,,,,
289,B.Hoyer,IND,10,Other,1,1,1,0.0,,,,
290,B.Hundley,ARI,16,Other,26,14,3,0.0,,,,
291,B.Hundley,ARI,16,Red Zone,12,12,1,0.0,,,,
292,B.Hundley,ARI,17,Red Zone,6,6,1,0.0,,,,
293,B.Kern,TEN,8,Other,0,0,1,0.0,,,,
294,B.Mayfield,CLE,3,Other,-1,-1,1,0.0,,,,
295,B.Mayfield,CLE,4,Red Zone,2,1,2,0.0,,,,
296,B.Mayfield,CLE,6,Other,25,15,3,0.0,,,,
297,B.Mayfield,CLE,6,Red Zone,10,10,1,1.0,,,,
298,B.Mayfield,CLE,8,Other,18,18,1,0.0,,,,
299,B.Mayfield,CLE,9,Inside the 5,0,0,1,0.0,,,,
300,B.Mayfield,CLE,9,Other,22,16,2,0.0,,,,
301,B.Mayfield,CLE,10,Other,2,2,1,0.0,,,,
302,B.Mayfield,CLE,11,Inside the 5,1,1,1,1.0,,,,
303,B.Mayfield,CLE,12,Other,5,5,2,0.0,,,,
304,B.Mayfield,CLE,13,Other,2,2,1,0.0,,,,
305,B.Mayfield,CLE,14,Other,6,6,1,0.0,,,,
306,B.Mayfield,CLE,14,Red Zone,7,7,1,1.0,,,,
307,B.Mayfield,CLE,15,Other,11,7,2,0.0,,,,
308,B.Mayfield,CLE,16,Other,5,5,1,0.0,,,,
309,B.Mayfield,CLE,17,Other,18,9,3,0.0,,,,
310,B.Mayfield,CLE,17,Red Zone,11,11,1,0.0,,,,
311,B.Perriman,TB,3,Other,13,13,1,0.0,12.0,0.0,2.0,4.0
312,B.Perriman,TB,15,Other,3,3,1,0.0,226.0,6.0,10.0,12.0
313,B.Powell,NYJ,5,Other,4,4,1,0.0,,,,
314,B.Powell,NYJ,6,Other,5,5,1,0.0,0.0,0.0,0.0,2.0
315,B.Powell,NYJ,7,Other,3,3,1,0.0,,,,
316,B.Powell,NYJ,8,Other,11,5,4,0.0,,,,
317,B.Powell,NYJ,9,Other,16,10,2,0.0,,,,
318,B.Powell,NYJ,10,Other,15,13,7,0.0,,,,
319,B.Powell,NYJ,11,Other,42,17,6,0.0,10.0,0.0,2.0,2.0
320,B.Powell,NYJ,11,Red Zone,0,0,1,0.0,0.0,0.0,0.0,2.0
321,B.Powell,NYJ,12,Other,13,7,3,0.0,0.0,0.0,0.0,2.0
322,B.Powell,NYJ,12,Red Zone,2,5,2,0.0,10.0,0.0,2.0,2.0
323,B.Powell,NYJ,13,Other,14,6,4,0.0,8.0,0.0,4.0,4.0
324,B.Powell,NYJ,14,Other,72,11,17,0.0,28.0,0.0,4.0,6.0
325,B.Powell,NYJ,14,Red Zone,2,2,2,0.0,,,,
326,B.Powell,NYJ,16,Other,3,3,1,0.0,10.0,0.0,2.0,4.0
327,B.Powell,NYJ,17,Other,27,14,7,0.0,,,,
328,B.Roethlisberger,PIT,1,Red Zone,7,7,1,0.0,,,,
329,B.Scarbrough,DET,11,Inside the 5,5,5,1,1.0,,,,
330,B.Scarbrough,DET,11,Other,45,23,12,0.0,,,,
331,B.Scarbrough,DET,11,Red Zone,5,5,1,0.0,,,,
332,B.Scarbrough,DET,12,Other,93,30,17,0.0,0.0,0.0,0.0,2.0
333,B.Scarbrough,DET,12,Red Zone,5,5,1,0.0,,,,
334,B.Scarbrough,DET,13,Other,78,15,19,0.0,,,,
335,B.Scarbrough,DET,13,Red Zone,5,3,2,0.0,,,,
336,B.Scarbrough,DET,14,Other,65,7,19,0.0,10.0,0.0,2.0,6.0
337,B.Scarbrough,DET,16,Other,31,18,7,0.0,,,,
338,B.Scarbrough,DET,16,Red Zone,3,3,1,0.0,,,,
339,B.Scarbrough,DET,17,Other,42,15,9,0.0,,,,
340,B.Scott,PHI,6,Other,30,15,4,0.0,,,,
341,B.Scott,PHI,7,Other,32,14,7,0.0,10.0,0.0,2.0,2.0
342,B.Scott,PHI,8,Inside the 5,4,4,1,1.0,,,,
343,B.Scott,PHI,8,Other,2,5,4,0.0,,,,
344,B.Scott,PHI,11,Other,26,12,7,0.0,,,,
345,B.Scott,PHI,14,Inside the 5,2,2,1,1.0,,,,
346,B.Scott,PHI,14,Other,42,25,6,0.0,138.0,0.0,12.0,12.0
347,B.Scott,PHI,14,Red Zone,15,6,3,0.0,,,,
348,B.Scott,PHI,15,Other,16,6,4,0.0,78.0,0.0,14.0,14.0
349,B.Scott,PHI,15,Red Zone,10,6,2,0.0,,,,
350,B.Scott,PHI,16,Other,8,5,2,0.0,14.0,0.0,12.0,12.0
351,B.Scott,PHI,16,Red Zone,4,4,1,0.0,,,,
352,B.Scott,PHI,17,Inside the 5,4,2,2,2.0,,,,
353,B.Scott,PHI,17,Other,42,15,15,0.0,168.0,0.0,8.0,12.0
354,B.Scott,PHI,17,Red Zone,8,7,2,1.0,,,,
355,B.Snell,PIT,2,Other,23,23,1,0.0,,,,
356,B.Snell,PIT,3,Other,6,4,3,0.0,,,,
357,B.Snell,PIT,4,Other,1,1,2,0.0,0.0,0.0,0.0,2.0
358,B.Snell,PIT,6,Other,65,20,15,0.0,28.0,0.0,2.0,2.0
359,B.Snell,PIT,6,Red Zone,10,6,2,0.0,,,,
360,B.Snell,PIT,8,Other,13,5,5,0.0,,,,
361,B.Snell Jr.,PIT,12,Other,71,21,15,0.0,10.0,0.0,2.0,2.0
362,B.Snell Jr.,PIT,12,Red Zone,27,13,6,0.0,,,,
363,B.Snell Jr.,PIT,13,Inside the 5,1,1,1,1.0,,,,
364,B.Snell Jr.,PIT,13,Other,53,14,11,0.0,8.0,0.0,2.0,2.0
